Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,District_LGD_Codes,State_Codes
6172,UEI-IMD-FL-2022-0526,2022-09-09,09-09-2022 00:00,1.0,Heavy rains & Floods,, Kalaburagi,Karnataka,,,,,,,,,,,IMD,,538,29
6173,UEI-IMD-FL-2022-0527,2022-09-09,09-09-2022 00:00,1.0,Heavy rains & Floods,,Uttar Kashia Kannada ,Karnataka,,,,,,,,,,,IMD,,,29
6174,UEI-IMD-FL-2022-0528,2022-09-09,09-09-2022 00:00,1.0,Heavy rains & Floods,,Vijayapura,Karnataka,,,,,,,,,,,IMD,,530,29
6175,UEI-IMD-FL-2022-0529,2022-09-11,11-09-2022 00:00,1.0,Heavy rains,,Belagavi,Karnataka,,,,,1.0,,,,,,IMD,,527,29
6176,UEI-IMD-FL-2022-0530,2022-09-12,12-09-2022 00:00,1.0,Heavy rains & Floods,,Belagavi,Karnataka,,,,,,,,,,,IMD,,527,29
6177,UEI-IMD-FL-2022-0531,2022-09-12,12-09-2022 00:00,1.0,Heavy rains & Floods,,Gadag,Karnataka,,,,,,,,,,,IMD,,537,29
6178,UEI-IMD-FL-2022-0532,2022-09-12,12-09-2022 00:00,1.0,Heavy rains & Floods,,Uttar Kashia Kannada,Karnataka,,,,,1.0,,,,,,IMD,,,29
6179,UEI-IMD-FL-2022-0533,2022-10-01,01-10-2022 00:00,1.0,Heavy rains & Floods,,Koppal,Karnataka,,,,,4.0,,,,,,IMD,,543,29
6180,UEI-IMD-FL-2022-0534,2022-10-11,11-10-2022 00:00,1.0,Heavy rains,,Bengaluru Urban,Karnataka,,,,,2.0,3.0,,,,,IMD,,525,29
7121,UEI-IMD-FL-2023-0336,2023-05-21,21-05-2023 00:00,1.0,Heavy Rains & Floods,,Bengaluru Rural,Karnataka,,,,,2.0,,,,,,IMD,,526,29
7122,UEI-IMD-FL-2023-0337,2023-07-05,05-07-2023 00:00,1.0,Heavy Rains,,"Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Dakshina Kannada, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura",Karnataka,,,,,,,,,,,IMD,,"None, 538, 527, 635, None, 546, 543, 537, 528, 536, None, 540, 533, 535, 547, 549, 532, 630, 539, 542, 526, 534, 525, 541, None, 548, 631, 544, 545, 530",29
7123,UEI-IMD-FL-2023-0338,2023-07-05,05-07-2023 00:00,1.0,Heavy Rains,,Chikkamagaluru,Karnataka,,,,,,,,,,,IMD,,532,29
7124,UEI-IMD-FL-2023-0339,2023-07-05,05-07-2023 00:00,1.0,Heavy Rains,,Dakshina Kannada,Karnataka,,,,,2.0,,,,,,IMD,,534,29
7125,UEI-IMD-FL-2023-0340,2023-07-05,05-07-2023 00:00,1.0,Heavy Rains,,Kodagu,Karnataka,,,,,,,,,,,IMD,,541,29
7126,UEI-IMD-FL-2023-0341,2023-07-05,05-07-2023 00:00,1.0,Heavy Rains,,Udupi,Karnataka,,,,,,,,,,,IMD,,549,29
7127,UEI-IMD-FL-2023-0342,2023-07-05,05-07-2023 00:00,1.0,Heavy Rains,,Uttar Kashia Kannada,Karnataka,,,,,,,,,,,IMD,,,29
7128,UEI-IMD-FL-2023-0343,2023-07-23,23-07-2023 00:00,1.0,Heavy Rains & Floods,,Dakshina Kannada,Karnataka,,,,,,1.0,,,,,IMD,,534,29
7129,UEI-IMD-FL-2023-0344,2023-07-23,23-07-2023 00:00,1.0,Heavy Rains & Floods,,Udupi ,Karnataka,,,,,1.0,,,,,,IMD,,549,29
7130,UEI-IMD-FL-2023-0345,2023-07-25,25-07-2023 00:00,1.0,Heavy Rains & Floods,,Dakshina Kannada,Karnataka,,,,,4.0,,,,,,IMD,,534,29
7131,UEI-IMD-FL-2023-0346,2023-07-25,25-07-2023 00:00,1.0,Heavy Rains & Floods,,Vijayapura,Karnataka,,,,,,,,,,,IMD,,530,29
7132,UEI-IMD-FL-2023-0347,2023-07-25,25-07-2023 00:00,1.0,Heavy Rains & Floods,,Udupi,Karnataka,,,,,,,,,,,IMD,,549,29
2972,UEI-IMD-FL-2001-0043,,,1.0,heavy rains,,"Bengaluru Rural, Bengaluru Rural",Karnataka,,,,,,2.0,,,A couple injured due to wall collapse,Standing crop in 450 acres submerged,IMD,,"526, 526",29
